artist,track,track_url,tags,description,cluster,vibe
Bad Bunny,NUEVAYoL,https://www.last.fm/music/Bad+Bunny/_/NUEVAYoL,"dembow, Reggaeton, loud, instrumental, Moderate, salsa, spoken, latin, groovy, House","Artist Bad Bunny with song NUEVAYoL tagged by:dembow, Reggaeton, loud, instrumental, Moderate, salsa, spoken, latin, groovy, House",6,Calm
Bad Bunny,BAILE INoLVIDABLE,https://www.last.fm/music/Bad+Bunny/_/BAILE+INoLVIDABLE,"salsa, instrumental, Reggaeton, loud, spoken, latin pop, groovy, Moderate, salsa romantica, reydelpop","Artist Bad Bunny with song BAILE INoLVIDABLE tagged by:salsa, instrumental, Reggaeton, loud, spoken, latin pop, groovy, Moderate, salsa romantica, reydelpop",6,Calm
twenty one pilots,Stressed Out,https://www.last.fm/music/twenty+one+pilots/_/Stressed+Out,"alternative, indie, alt-pop, hip hop, pop rap, rap, pop, indie pop, alternative pop, rap rock","Artist twenty one pilots with song Stressed Out tagged by:alternative, indie, alt-pop, hip hop, pop rap, rap, pop, indie pop, alternative pop, rap rock",1,Determined
twenty one pilots,Ride,https://www.last.fm/music/twenty+one+pilots/_/Ride,"rock, reggae, alternative, vocal harmonies, prominent percussion, acoustic rhythm piano, use of a string ensemble, a dub production, major key tonality, a reggae feel","Artist twenty one pilots with song Ride tagged by:rock, reggae, alternative, vocal harmonies, prominent percussion, acoustic rhythm piano, use of a string ensemble, a dub production, major key tonality, a reggae feel",3,Reflective
twenty one pilots,Heathens,https://www.last.fm/music/twenty+one+pilots/_/Heathens,"alternative, rock, electronic, pop, love at first listen, 2016, indie, trip hop, best of 2016, electropop","Artist twenty one pilots with song Heathens tagged by:alternative, rock, electronic, pop, love at first listen, 2016, indie, trip hop, best of 2016, electropop",3,Reflective
twenty one pilots,Tear in My Heart,https://www.last.fm/music/twenty+one+pilots/_/Tear+in+My+Heart,"indie, alternative, rock, 2015, indie pop, indie rock, american, 2010s, 10s, Twenty One Pilots","Artist twenty one pilots with song Tear in My Heart tagged by:indie, alternative, rock, 2015, indie pop, indie rock, american, 2010s, 10s, Twenty One Pilots",2,Nostalgic
twenty one pilots,Heavydirtysoul,https://www.last.fm/music/twenty+one+pilots/_/Heavydirtysoul,"indie, rock, alternative, rap, breakbeat, indie rock, hip hop, indietronica, Hip-Hop, Drum and bass","Artist twenty one pilots with song Heavydirtysoul tagged by:indie, rock, alternative, rap, breakbeat, indie rock, hip hop, indietronica, Hip-Hop, Drum and bass",1,Determined
The Strokes,Reptilia,https://www.last.fm/music/The+Strokes/_/Reptilia,"indie rock, rock, indie, alternative, alternative rock, Garage Rock, The Strokes, 00s, post-punk, 2003","Artist The Strokes with song Reptilia tagged by:indie rock, rock, indie, alternative, alternative rock, Garage Rock, The Strokes, 00s, post-punk, 2003",2,Nostalgic
The Strokes,Someday,https://www.last.fm/music/The+Strokes/_/Someday,"indie rock, indie, rock, alternative, alternative rock, Garage Rock, The Strokes, 00s, 2001, american","Artist The Strokes with song Someday tagged by:indie rock, indie, rock, alternative, alternative rock, Garage Rock, The Strokes, 00s, 2001, american",2,Nostalgic
The Strokes,Last Nite,https://www.last.fm/music/The+Strokes/_/Last+Nite,"indie rock, rock, indie, alternative, alternative rock, Garage Rock, 00s, The Strokes, 2001, garage rock revival","Artist The Strokes with song Last Nite tagged by:indie rock, rock, indie, alternative, alternative rock, Garage Rock, 00s, The Strokes, 2001, garage rock revival",2,Nostalgic
The Strokes,You Only Live Once,https://www.last.fm/music/The+Strokes/_/You+Only+Live+Once,"indie rock, rock, alternative, indie, The Strokes, alternative rock, Garage Rock, 00s, american, post-punk","Artist The Strokes with song You Only Live Once tagged by:indie rock, rock, alternative, indie, The Strokes, alternative rock, Garage Rock, 00s, american, post-punk",2,Nostalgic
The Strokes,The Adults Are Talking,https://www.last.fm/music/The+Strokes/_/The+Adults+Are+Talking,"indie rock, rock, indie, alternative rock, Garage Rock, new wave, love at first listen, 2020, Post-punk revival, EDM","Artist The Strokes with song The Adults Are Talking tagged by:indie rock, rock, indie, alternative rock, Garage Rock, new wave, love at first listen, 2020, Post-punk revival, EDM",1,Determined
Red Hot Chili Peppers,Californication,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Californication,"rock, alternative rock, alternative, Red Hot Chili Peppers, funk, Funk Rock, 90s, California, american, Mellow","Artist Red Hot Chili Peppers with song Californication tagged by:rock, alternative rock, alternative, Red Hot Chili Peppers, funk, Funk Rock, 90s, California, american, Mellow",1,Determined
Red Hot Chili Peppers,Under the Bridge,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Under+the+Bridge,"rock, alternative, alternative rock, 90s, Red Hot Chili Peppers, Funk Rock, funk, american, Ballad, Mellow","Artist Red Hot Chili Peppers with song Under the Bridge tagged by:rock, alternative, alternative rock, 90s, Red Hot Chili Peppers, Funk Rock, funk, american, Ballad, Mellow",1,Determined
Red Hot Chili Peppers,Scar Tissue,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Scar+Tissue,"rock, alternative rock, alternative, funk, Red Hot Chili Peppers, Funk Rock, 90s, 1999, american, chill","Artist Red Hot Chili Peppers with song Scar Tissue tagged by:rock, alternative rock, alternative, funk, Red Hot Chili Peppers, Funk Rock, 90s, 1999, american, chill",1,Determined
Red Hot Chili Peppers,Otherside,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Otherside,"rock, alternative rock, alternative, Red Hot Chili Peppers, funk, Funk Rock, 90s, american, classic rock, California","Artist Red Hot Chili Peppers with song Otherside tagged by:rock, alternative rock, alternative, Red Hot Chili Peppers, funk, Funk Rock, 90s, american, classic rock, California",1,Determined
Red Hot Chili Peppers,Can't Stop,https://www.last.fm/music/Red+Hot+Chili+Peppers/_/Can%27t+Stop,"rock, alternative rock, funk, alternative, Red Hot Chili Peppers, Funk Rock, 00s, american, rhcp, hard rock","Artist Red Hot Chili Peppers with song Can't Stop tagged by:rock, alternative rock, funk, alternative, Red Hot Chili Peppers, Funk Rock, 00s, american, rhcp, hard rock",1,Determined
TWICE,FANCY,https://www.last.fm/music/TWICE/_/FANCY,"k-pop, 2019, Kpop, electropop, soty, Korean, pop, dance-pop, electro house, perfect","Artist TWICE with song FANCY tagged by:k-pop, 2019, Kpop, electropop, soty, Korean, pop, dance-pop, electro house, perfect",4,Euphoric
TWICE,The Feels,https://www.last.fm/music/TWICE/_/The+Feels,"k-pop, pop, Disco, dance-pop, nu-disco, 2021, dance, Kpop, IM SO CURIOUS, twice","Artist TWICE with song The Feels tagged by:k-pop, pop, Disco, dance-pop, nu-disco, 2021, dance, Kpop, IM SO CURIOUS, twice",6,Calm
TWICE,I CAN'T STOP ME,https://www.last.fm/music/TWICE/_/I+CAN%27T+STOP+ME,"synthwave, k-pop, synthpop, Kpop, Retro, Disco, electropop, pop, retrowave, retro pop","Artist TWICE with song I CAN'T STOP ME tagged by:synthwave, k-pop, synthpop, Kpop, Retro, Disco, electropop, pop, retrowave, retro pop",4,Euphoric
TWICE,Feel Special,https://www.last.fm/music/TWICE/_/Feel+Special,"2019, k-pop, electropop, pop, future house, House, dance, Korean, synthpop, dance-pop","Artist TWICE with song Feel Special tagged by:2019, k-pop, electropop, pop, future house, House, dance, Korean, synthpop, dance-pop",4,Euphoric
Eminem,Without Me,https://www.last.fm/music/Eminem/_/Without+Me,"rap, Hip-Hop, Eminem, hip hop, 00s, 2002, pop, american, Without Me, funny","Artist Eminem with song Without Me tagged by:rap, Hip-Hop, Eminem, hip hop, 00s, 2002, pop, american, Without Me, funny",5,Energetic
Eminem,The Real Slim Shady,https://www.last.fm/music/Eminem/_/The+Real+Slim+Shady,"rap, Hip-Hop, Eminem, hip hop, 00s, 2000, hiphop, american, detroit, fun","Artist Eminem with song The Real Slim Shady tagged by:rap, Hip-Hop, Eminem, hip hop, 00s, 2000, hiphop, american, detroit, fun",5,Energetic
Eminem,Lose Yourself,https://www.last.fm/music/Eminem/_/Lose+Yourself,"rap, Hip-Hop, Eminem, Soundtrack, hip hop, 8 Mile, 00s, american, epic, 2002","Artist Eminem with song Lose Yourself tagged by:rap, Hip-Hop, Eminem, Soundtrack, hip hop, 8 Mile, 00s, american, epic, 2002",5,Energetic
Eminem,Mockingbird,https://www.last.fm/music/Eminem/_/Mockingbird,"rap, Hip-Hop, Eminem, hip hop, mockingbird, sad, pop, 00s, piano, Gangsta Rap","Artist Eminem with song Mockingbird tagged by:rap, Hip-Hop, Eminem, hip hop, mockingbird, sad, pop, 00s, piano, Gangsta Rap",5,Energetic
Eminem,Stan,https://www.last.fm/music/Eminem/_/Stan,"rap, Hip-Hop, Eminem, hip hop, dido, 00s, Horrorcore, 2000, sad, classic","Artist Eminem with song Stan tagged by:rap, Hip-Hop, Eminem, hip hop, dido, 00s, Horrorcore, 2000, sad, classic",5,Energetic
The Cure,Friday I'm in Love,https://www.last.fm/music/The+Cure/_/Friday+I%27m+in+Love,"new wave, 80s, alternative, rock, The Cure, post-punk, Love, 90s, pop, alternative rock","Artist The Cure with song Friday I'm in Love tagged by:new wave, 80s, alternative, rock, The Cure, post-punk, Love, 90s, pop, alternative rock",2,Nostalgic
The Cure,Boys Don't Cry,https://www.last.fm/music/The+Cure/_/Boys+Don%27t+Cry,"new wave, 80s, post-punk, rock, alternative, The Cure, british, alternative rock, indie, 70s","Artist The Cure with song Boys Don't Cry tagged by:new wave, 80s, post-punk, rock, alternative, The Cure, british, alternative rock, indie, 70s",2,Nostalgic
The Cure,Just Like Heaven,https://www.last.fm/music/The+Cure/_/Just+Like+Heaven,"80s, new wave, post-punk, alternative, rock, The Cure, alternative rock, british, Love, Gothic","Artist The Cure with song Just Like Heaven tagged by:80s, new wave, post-punk, alternative, rock, The Cure, alternative rock, british, Love, Gothic",2,Nostalgic
The Cure,Close to Me,https://www.last.fm/music/The+Cure/_/Close+to+Me,"80s, new wave, post-punk, alternative, rock, The Cure, british, alternative rock, indie, 1985","Artist The Cure with song Close to Me tagged by:80s, new wave, post-punk, alternative, rock, The Cure, british, alternative rock, indie, 1985",2,Nostalgic
Olivia Dean,Man I Need,https://www.last.fm/music/Olivia+Dean/_/Man+I+Need,"british, uk number one, playlista rmf fm","Artist Olivia Dean with song Man I Need tagged by:british, uk number one, playlista rmf fm",6,Calm
Olivia Dean,Dive,https://www.last.fm/music/Olivia+Dean/_/Dive,"pop soul, soul, Neo-Soul, pop, contemporary rnb","Artist Olivia Dean with song Dive tagged by:pop soul, soul, Neo-Soul, pop, contemporary rnb",0,Confident
Olivia Dean,So Easy (To Fall In Love),https://www.last.fm/music/Olivia+Dean/_/So+Easy+(To+Fall+In+Love),keeping diva alive in 2025,Artist Olivia Dean with song So Easy (To Fall In Love) tagged by:keeping diva alive in 2025,0,Confident
System of a Down,Chop Suey!,https://www.last.fm/music/System+of+a+Down/_/Chop+Suey%21,"alternative metal, metal, rock, System of a Down, alternative, Nu Metal, hard rock, alternative rock, soad, heavy metal","Artist System of a Down with song Chop Suey! tagged by:alternative metal, metal, rock, System of a Down, alternative, Nu Metal, hard rock, alternative rock, soad, heavy metal",1,Determined
System of a Down,Toxicity,https://www.last.fm/music/System+of+a+Down/_/Toxicity,"alternative metal, metal, rock, System of a Down, alternative, Nu Metal, toxicity, hard rock, alternative rock, heavy metal","Artist System of a Down with song Toxicity tagged by:alternative metal, metal, rock, System of a Down, alternative, Nu Metal, toxicity, hard rock, alternative rock, heavy metal",1,Determined
System of a Down,Lonely Day,https://www.last.fm/music/System+of+a+Down/_/Lonely+Day,"alternative metal, rock, metal, System of a Down, alternative, alternative rock, Nu Metal, hard rock, melancholic, sad","Artist System of a Down with song Lonely Day tagged by:alternative metal, rock, metal, System of a Down, alternative, alternative rock, Nu Metal, hard rock, melancholic, sad",1,Determined
System of a Down,Aerials,https://www.last.fm/music/System+of+a+Down/_/Aerials,"alternative metal, metal, rock, System of a Down, alternative, Nu Metal, alternative rock, hard rock, 00s, soad","Artist System of a Down with song Aerials tagged by:alternative metal, metal, rock, System of a Down, alternative, Nu Metal, alternative rock, hard rock, 00s, soad",1,Determined
System of a Down,B.Y.O.B.,https://www.last.fm/music/System+of+a+Down/_/B.Y.O.B.,"alternative metal, metal, rock, alternative, System of a Down, Nu Metal, hard rock, heavy metal, Progressive metal, political","Artist System of a Down with song B.Y.O.B. tagged by:alternative metal, metal, rock, alternative, System of a Down, Nu Metal, hard rock, heavy metal, Progressive metal, political",1,Determined
Queen,Bohemian Rhapsody,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody,"classic rock, rock, Queen, 70s, 80s, epic, hard rock, british, glam rock, Progressive rock","Artist Queen with song Bohemian Rhapsody tagged by:classic rock, rock, Queen, 70s, 80s, epic, hard rock, british, glam rock, Progressive rock",2,Nostalgic
Queen,Bohemian Rhapsody - Remastered 2011,https://www.last.fm/music/Queen/_/Bohemian+Rhapsody+-+Remastered+2011,"hard rock, Progressive rock, rock, rock opera, art rock, classic rock, glam rock, Progressive Pop, United Kingdom, 1975","Artist Queen with song Bohemian Rhapsody - Remastered 2011 tagged by:hard rock, Progressive rock, rock, rock opera, art rock, classic rock, glam rock, Progressive Pop, United Kingdom, 1975",2,Nostalgic
Queen,Don't Stop Me Now - Remastered 2011,https://www.last.fm/music/Queen/_/Don%27t+Stop+Me+Now+-+Remastered+2011,"rock, pop rock, piano rock, classic rock, hard rock, power pop, Queen, happy, glam rock, pop","Artist Queen with song Don't Stop Me Now - Remastered 2011 tagged by:rock, pop rock, piano rock, classic rock, hard rock, power pop, Queen, happy, glam rock, pop",0,Confident
Queen,Another One Bites The Dust - Remastered 2011,https://www.last.fm/music/Queen/_/Another+One+Bites+The+Dust+-+Remastered+2011,"rock, classic rock, Disco, 80s, pop rock, Queen, Funk Rock, funk, pop, hard rock","Artist Queen with song Another One Bites The Dust - Remastered 2011 tagged by:rock, classic rock, Disco, 80s, pop rock, Queen, Funk Rock, funk, pop, hard rock",2,Nostalgic
Green Day,Basket Case,https://www.last.fm/music/Green+Day/_/Basket+Case,"punk rock, punk, rock, 90s, green day, pop punk, alternative, alternative rock, 1994, american","Artist Green Day with song Basket Case tagged by:punk rock, punk, rock, 90s, green day, pop punk, alternative, alternative rock, 1994, american",2,Nostalgic
Green Day,American Idiot,https://www.last.fm/music/Green+Day/_/American+Idiot,"punk rock, rock, punk, alternative, green day, test, testing, pop punk, alternative rock, 00s","Artist Green Day with song American Idiot tagged by:punk rock, rock, punk, alternative, green day, test, testing, pop punk, alternative rock, 00s",1,Determined
Green Day,Boulevard of Broken Dreams,https://www.last.fm/music/Green+Day/_/Boulevard+of+Broken+Dreams,"rock, punk rock, green day, punk, alternative, alternative rock, pop punk, 00s, american, Boulevard of Broken Dreams","Artist Green Day with song Boulevard of Broken Dreams tagged by:rock, punk rock, green day, punk, alternative, alternative rock, pop punk, 00s, american, Boulevard of Broken Dreams",2,Nostalgic
Green Day,Wake Me Up When September Ends,https://www.last.fm/music/Green+Day/_/Wake+Me+Up+When+September+Ends,"rock, punk rock, alternative, green day, punk, pop punk, alternative rock, sad, 00s, melancholic","Artist Green Day with song Wake Me Up When September Ends tagged by:rock, punk rock, alternative, green day, punk, pop punk, alternative rock, sad, 00s, melancholic",2,Nostalgic
Green Day,When I Come Around,https://www.last.fm/music/Green+Day/_/When+I+Come+Around,"4 Stars, punk rock, punk, rock, 90s, green day, pop punk, alternative rock, alternative, american","Artist Green Day with song When I Come Around tagged by:4 Stars, punk rock, punk, rock, 90s, green day, pop punk, alternative rock, alternative, american",2,Nostalgic
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),https://www.last.fm/music/Metro+Boomin/_/Creepin%27+(with+The+Weeknd+&+21+Savage),"The Weeknd, trap, Metro Boomin, rap, 21 savage, pop, rnb, pop rap, 2022, adult contemporary","Artist Metro Boomin with song Creepin' (with The Weeknd & 21 Savage) tagged by:The Weeknd, trap, Metro Boomin, rap, 21 savage, pop, rnb, pop rap, 2022, adult contemporary",5,Energetic
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),https://www.last.fm/music/Metro+Boomin/_/Too+Many+Nights+(feat.+Don+Toliver+&+with+Future),"Metro Boomin, future, don toliver, metrooo, Love, pop, mmm, in love, trap, Olivia","Artist Metro Boomin with song Too Many Nights (feat. Don Toliver & with Future) tagged by:Metro Boomin, future, don toliver, metrooo, Love, pop, mmm, in love, trap, Olivia",6,Calm
Metro Boomin,Trance (with Travis Scott & Young Thug),https://www.last.fm/music/Metro+Boomin/_/Trance+(with+Travis+Scott+&+Young+Thug),"trap, travis scott, Metro Boomin, Young Thug, rnb, Southern Hip Hop, uk bass, jersey club, cloud rap","Artist Metro Boomin with song Trance (with Travis Scott & Young Thug) tagged by:trap, travis scott, Metro Boomin, Young Thug, rnb, Southern Hip Hop, uk bass, jersey club, cloud rap",5,Energetic
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],https://www.last.fm/music/Metro+Boomin/_/Superhero+(Heroes+&+Villains)+%5Bwith+Future+&+Chris+Brown%5D,"trap, future, Chris Brown, Metro Boomin, 2022, rap, epic","Artist Metro Boomin with song Superhero (Heroes & Villains) [with Future & Chris Brown] tagged by:trap, future, Chris Brown, Metro Boomin, 2022, rap, epic",5,Energetic
Metro Boomin,Space Cadet (feat. Gunna),https://www.last.fm/music/Metro+Boomin/_/Space+Cadet+(feat.+Gunna),"trap, rap, Metro Boomin, pop rap, gunna, Hip-Hop, psychedelic, atlanta, Southern Hip Hop, 2018","Artist Metro Boomin with song Space Cadet (feat. Gunna) tagged by:trap, rap, Metro Boomin, pop rap, gunna, Hip-Hop, psychedelic, atlanta, Southern Hip Hop, 2018",5,Energetic
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,https://www.last.fm/music/Post+Malone/_/Sunflower+-+Spider-Man:+Into+the+Spider-Verse,"Hip-Hop, pop, alternative rnb, rnb, 2018, 2010s, rap, swae lee, pop rap, Soundtrack","Artist Post Malone with song Sunflower - Spider-Man: Into the Spider-Verse tagged by:Hip-Hop, pop, alternative rnb, rnb, 2018, 2010s, rap, swae lee, pop rap, Soundtrack",5,Energetic
Post Malone,Circles,https://www.last.fm/music/Post+Malone/_/Circles,"pop, indie pop, Hip-Hop, pop rock, post malone, 2010s, 2019, rap, rock, alternative pop","Artist Post Malone with song Circles tagged by:pop, indie pop, Hip-Hop, pop rock, post malone, 2010s, 2019, rap, rock, alternative pop",5,Energetic
Post Malone,rockstar (feat. 21 Savage),https://www.last.fm/music/Post+Malone/_/rockstar+(feat.+21+Savage),"trap, rap, Hip-Hop, cloud rap, 2017, pop rap, hip hop, post malone, 21 savage, pop","Artist Post Malone with song rockstar (feat. 21 Savage) tagged by:trap, rap, Hip-Hop, cloud rap, 2017, pop rap, hip hop, post malone, 21 savage, pop",5,Energetic
Post Malone,Congratulations,https://www.last.fm/music/Post+Malone/_/Congratulations,"rap, trap, 2017, hip hop, post malone, 2010s, Hip-Hop, pop rap, emo rap, english","Artist Post Malone with song Congratulations tagged by:rap, trap, 2017, hip hop, post malone, 2010s, Hip-Hop, pop rap, emo rap, english",5,Energetic
Post Malone,Better Now,https://www.last.fm/music/Post+Malone/_/Better+Now,"Hip-Hop, rap, trap, rnb, 2018, post malone, 2010s, cloud rap, alternative rnb, emo rap","Artist Post Malone with song Better Now tagged by:Hip-Hop, rap, trap, rnb, 2018, post malone, 2010s, cloud rap, alternative rnb, emo rap",5,Energetic
Hozier,Take Me to Church,https://www.last.fm/music/Hozier/_/Take+Me+to+Church,"indie, soul, KICK, favorite track right now, indie rock, 2013, rock, WSUM 91.7 FM Madison, Hozier, 10s","Artist Hozier with song Take Me to Church tagged by:indie, soul, KICK, favorite track right now, indie rock, 2013, rock, WSUM 91.7 FM Madison, Hozier, 10s",3,Reflective
Hozier,Too Sweet,https://www.last.fm/music/Hozier/_/Too+Sweet,"2024, pop soul, pop, Love, irish, all Music, pop rock, 20s, bassline, good vocals","Artist Hozier with song Too Sweet tagged by:2024, pop soul, pop, Love, irish, all Music, pop rock, 20s, bassline, good vocals",6,Calm
Hozier,Work Song,https://www.last.fm/music/Hozier/_/Work+Song,"soul, singer-songwriter, irish, pop, Ballad, blues, indie, 2014, 2010s, indie rock","Artist Hozier with song Work Song tagged by:soul, singer-songwriter, irish, pop, Ballad, blues, indie, 2014, 2010s, indie rock",3,Reflective
Hozier,Like Real People Do,https://www.last.fm/music/Hozier/_/Like+Real+People+Do,"soul, folk, ethereal, haunting, lovely, green, blues, hip, indie folk, psychedelic folk","Artist Hozier with song Like Real People Do tagged by:soul, folk, ethereal, haunting, lovely, green, blues, hip, indie folk, psychedelic folk",3,Reflective
Hozier,Someone New,https://www.last.fm/music/Hozier/_/Someone+New,"soul, folk, indie, blues, alternative rock, alternative, irish, WSUM 91.7 FM Madison, The Rewind, synthpop","Artist Hozier with song Someone New tagged by:soul, folk, indie, blues, alternative rock, alternative, irish, WSUM 91.7 FM Madison, The Rewind, synthpop",3,Reflective
RAYE,Escapism.,https://www.last.fm/music/RAYE/_/Escapism.,"trip hop, alternative rnb, rap, rnb, Neo-Soul, UK hip hop, jazz rap, raye, pop rap, groovy","Artist RAYE with song Escapism. tagged by:trip hop, alternative rnb, rap, rnb, Neo-Soul, UK hip hop, jazz rap, raye, pop rap, groovy",5,Energetic
RAYE,WHERE IS MY HUSBAND!,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21,"Big Band, contemporary rnb, pop soul, Neo-Soul, Go-Go, jazz pop","Artist RAYE with song WHERE IS MY HUSBAND! tagged by:Big Band, contemporary rnb, pop soul, Neo-Soul, Go-Go, jazz pop",3,Reflective
RAYE,Oscar Winning Tears.,https://www.last.fm/music/RAYE/_/Oscar+Winning+Tears.,"jazz, blues, rnb, pop, pop rap, UK hip hop, doo-wop, pop soul, contemporary rnb, brill building","Artist RAYE with song Oscar Winning Tears. tagged by:jazz, blues, rnb, pop, pop rap, UK hip hop, doo-wop, pop soul, contemporary rnb, brill building",3,Reflective
RAYE,Worth It.,https://www.last.fm/music/RAYE/_/Worth+It.,"rnb, pop, happy, contemporary rnb, motown sound, pop soul, philly soul, synth funk, boggie, 2023","Artist RAYE with song Worth It. tagged by:rnb, pop, happy, contemporary rnb, motown sound, pop soul, philly soul, synth funk, boggie, 2023",3,Reflective
Daft Punk,One More Time,https://www.last.fm/music/Daft+Punk/_/One+More+Time,"electronic, dance, House, electronica, techno, Daft Punk, party, french, french house, 00s","Artist Daft Punk with song One More Time tagged by:electronic, dance, House, electronica, techno, Daft Punk, party, french, french house, 00s",1,Determined
Daft Punk,"Harder, Better, Faster, Stronger","https://www.last.fm/music/Daft+Punk/_/Harder,+Better,+Faster,+Stronger","electronic, dance, House, techno, electronica, Daft Punk, french, electro, french house, 00s","Artist Daft Punk with song Harder, Better, Faster, Stronger tagged by:electronic, dance, House, techno, electronica, Daft Punk, french, electro, french house, 00s",1,Determined
Daft Punk,Around the World,https://www.last.fm/music/Daft+Punk/_/Around+the+World,"electronic, dance, House, poptron, techno, electronica, Daft Punk, 90s, french, french house","Artist Daft Punk with song Around the World tagged by:electronic, dance, House, poptron, techno, electronica, Daft Punk, 90s, french, french house",1,Determined
Daft Punk,Something About Us,https://www.last.fm/music/Daft+Punk/_/Something+About+Us,"electronic, chillout, poptron, electronica, Daft Punk, House, chill, Love, funk, downtempo","Artist Daft Punk with song Something About Us tagged by:electronic, chillout, poptron, electronica, Daft Punk, House, chill, Love, funk, downtempo",1,Determined
Daft Punk,Digital Love,https://www.last.fm/music/Daft+Punk/_/Digital+Love,"electronic, dance, poptron, House, electronica, Daft Punk, Love, french, techno, french house","Artist Daft Punk with song Digital Love tagged by:electronic, dance, poptron, House, electronica, Daft Punk, Love, french, techno, french house",1,Determined
Harry Styles,As It Was,https://www.last.fm/music/Harry+Styles/_/As+It+Was,"pop, rock and roll over, WSUM 91.7 FM Madison, synthpop, indie pop, rock, pop rock, british, new wave, Harry","Artist Harry Styles with song As It Was tagged by:pop, rock and roll over, WSUM 91.7 FM Madison, synthpop, indie pop, rock, pop rock, british, new wave, Harry",2,Nostalgic
Harry Styles,Watermelon Sugar,https://www.last.fm/music/Harry+Styles/_/Watermelon+Sugar,"pop, rock, indie pop, 2019, 2010s, 2020s, alternative rock, summer, pop rock, fine line","Artist Harry Styles with song Watermelon Sugar tagged by:pop, rock, indie pop, 2019, 2010s, 2020s, alternative rock, summer, pop rock, fine line",2,Nostalgic
Harry Styles,Adore You,https://www.last.fm/music/Harry+Styles/_/Adore+You,"pop, 2010s, rock, pop rock, 2019, indie pop, british, 2020, adoration, boogie","Artist Harry Styles with song Adore You tagged by:pop, 2010s, rock, pop rock, 2019, indie pop, british, 2020, adoration, boogie",2,Nostalgic
Harry Styles,Sign of the Times,https://www.last.fm/music/Harry+Styles/_/Sign+of+the+Times,"rock, alternative, pop, indie, 2017, british, soft rock, pop rock, alternative rock, 2010s","Artist Harry Styles with song Sign of the Times tagged by:rock, alternative, pop, indie, 2017, british, soft rock, pop rock, alternative rock, 2010s",2,Nostalgic
Harry Styles,Late Night Talking,https://www.last.fm/music/Harry+Styles/_/Late+Night+Talking,"pop, dance, 2022, synthpop, 2020s, rnb, pop rock, electrofunk, dance-pop, funk pop","Artist Harry Styles with song Late Night Talking tagged by:pop, dance, 2022, synthpop, 2020s, rnb, pop rock, electrofunk, dance-pop, funk pop",4,Euphoric
Sade,Smooth Operator - Single Version,https://www.last.fm/music/Sade/_/Smooth+Operator+-+Single+Version,"80s, soul, Smooth Jazz, jazz, Bossa Nova, Sade, Sophisti-Pop, jazz vocalists, tiktok, spotified","Artist Sade with song Smooth Operator - Single Version tagged by:80s, soul, Smooth Jazz, jazz, Bossa Nova, Sade, Sophisti-Pop, jazz vocalists, tiktok, spotified",6,Calm
Sade,Kiss Of Life,https://www.last.fm/music/Sade/_/Kiss+Of+Life,"soul, Sade, female vocalists, jazz, chillout, Smooth Jazz, chill, romantic, love songs, easy listening","Artist Sade with song Kiss Of Life tagged by:soul, Sade, female vocalists, jazz, chillout, Smooth Jazz, chill, romantic, love songs, easy listening",6,Calm
Sade,Like a Tattoo,https://www.last.fm/music/Sade/_/Like+a+Tattoo,"soul, jazz, Sade, female vocalists, chillout, chill, pop, Smooth Jazz, 80s, female vocalist","Artist Sade with song Like a Tattoo tagged by:soul, jazz, Sade, female vocalists, chillout, chill, pop, Smooth Jazz, 80s, female vocalist",6,Calm
Sade,No Ordinary Love,https://www.last.fm/music/Sade/_/No+Ordinary+Love,"soul, female vocalists, jazz, Sade, Love, chillout, Smooth Jazz, pop, 90s, Mellow","Artist Sade with song No Ordinary Love tagged by:soul, female vocalists, jazz, Sade, Love, chillout, Smooth Jazz, pop, 90s, Mellow",6,Calm
Sade,Paradise,https://www.last.fm/music/Sade/_/Paradise,"soul, jazz, female vocalists, Sade, chillout, 80s, easy listening, Smooth Jazz, chill, paradise","Artist Sade with song Paradise tagged by:soul, jazz, female vocalists, Sade, chillout, 80s, easy listening, Smooth Jazz, chill, paradise",6,Calm
The Smashing Pumpkins,1979 - Remastered 2012,https://www.last.fm/music/The+Smashing+Pumpkins/_/1979+-+Remastered+2012,"alternative rock, rock, dream pop, alternative, indie rock, 90s, 90s Rock, nostalgia, alt, pop rock","Artist The Smashing Pumpkins with song 1979 - Remastered 2012 tagged by:alternative rock, rock, dream pop, alternative, indie rock, 90s, 90s Rock, nostalgia, alt, pop rock",2,Nostalgic
